post_link,Profile_Link,profile_headline,likes_count,comments_count,post_content
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6569463819456872448,Parul Pandey,Data Science Evangelist at H2O.ai,174,7 Comments,"AbdulMajedRaja RS has been doing a wonderful job with his hashtag#NullDaTA
newsletters. The effort that he puts into creating them and the knowledge that
is being disseminated, week after week, through these newsletters is rather
commendable. The recent one on hashtag#NLP advances is a must-read. It shows
you all the latest developments in the field with interesting use cases like
how hashtag#Stitchfix uses hashtag#BERT to deliver what their clients want
and, how hashtag#CROKAGE is a new way to search hashtag#StackOverflow. Link to
the newsletter: https://lnkd.in/fVbDHRk Please note this isn't a promotional
post for Nulldata but a post out of absolute appreciation.

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6569876740552876032,,,,,"I usually don't like saying it out loud for something that hurts me, but I
received a message last night on hashtag#linkedin, which really annoyed me. It
said, ""work from home"" opportunity. Write a story of 400-600 words and get
paid Rs. 80 per story. Wow! Isn't it amazing? I mean, seriously! Is that the
worth of the work of a hashtag#contentwriter? When will agencies and people
understand the value of a well-written hashtag#content? I can't stoop to this
level for getting work. I will prefer to work for free for an established firm
than getting paid for 10-20 paise per word. My humble request to all the
hashtag#writers, please value yourself else such clients will dictate the
pricing terms and you will be on the losing side in the future. Say ""NO"" to
such people loud and clear. Comments and similar experiences from fellow
hashtag#contentcreators and hashtag#contentwriters are most welcome.
hashtag#linkedinwriters hashtag#contentcreation hashtag#contentwriting
hashtag#writerscommunity hashtag#freelancers hashtag#linkedincreators

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6569062517706977280,,,,,"Major Probability Distribution used in Data Science Do you wanna add
something? https://lnkd.in/f_3ZMQD hashtag#statistics
hashtag#statisticalmodeling hashtag#probability
hashtag#probabilitydistribution hashtag#normaldistribution
hashtag#statisticsfordatascience

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6568490150039523328,,,,,"5 days ago, statistics by Kinsta (in comment) says : ●LinkedIn has 575 million
users ●50+ million are in India BUT, ◆Still NOT A SINGLE PERSON among
thousands I know of, in our business fields of heavy engineering , food
processing and power generation ACTIVELY uses LinkedIn ◆The maximum, a few of
them have is JUST a dormant profile on LinkedIn, that too, made some years
ago, just because a friend told them to! Who are these 5cr people on LinkedIn
from India? Only startup founders ? Software guys ? Investors ?

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6568353429951995904,,,,,"Would you be FURIOUS? When you develop an awesome model from scratch & your
boss tells his boss (IN FRONT OF YOU) that he has made the model (when he did
not even write a single formula), would you be furious? I was. Rather I was
stunned knowing his audacity to say that in front of me. Of course, I did not
say a word then. My model also got presented to Top authorities without me/my
mention. I shared this with my Mom & told her that I'd never do this, not this
cold-heartedly. She told me that if you need to fly very high, you need to be
good in Office Politics. Q1. Is being very good in Office Politics required to
grow at your deserved pace to your deserved position? Q2. Have you ever taken
credit for someones else's work? and/or Did anyone ever take yours? Q3. If
one's boss is doing so, what are the ways to prevent it or curb it down to a
large extent? (PS - Now I've started inserting comments in the excel cells,
displaying my name in all the comments) This post is now open for discussion
amongst the ocean of experienced professionals of Linkedin. Please comment on
Q1 &/or Q2 but definitely on Q3. Many of us (incl me) needs it. Based on my
past experience. hashtag#Corporate_Lessons hashtag#Credit hashtag#Politics
hashtag#lessons

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6568345021706272768,,,,,"Many entrepreneurs think they can't afford to waste time on reading books
because they are too busy running their business. They believe that real life
practical experience is much more valuable than the theoretical knowledge
which a book contains , and use this to justify their allergy to books. The
fact is that they aren't good readers, and feel both ashamed and guilty about
this. Trying to create a distinction between theory and practice is very
artificial and short sighted . Books are written by experts , based on their
practical experience . They are willing to share this with you , and it's a
very cost effective way of learning from other people's experiences , because
life is too short to make all your mistakes yourself ! If you are so intent on
implementing your ideas, you may find yourself hurtling down the wrong road at
a 100 mph. You will just end up crashing into a brick wall much faster ! If
reading a book allowed you to identify the fact that there is a better route,
you are likely to be much better off ! Anyone who refuses to read might as
well be illiterate for all practical purposes

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6567639554063458304,NA,NA,NA,NA,NA
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6568053797820686336,,,,,"3 Things I Learnt After Publishing My 2nd Book 1\. Content is the King 2\.
Word-of-Mouth is the real Marketing 3\. Readers are the best Brand Ambassadors
What do you say? Thanks for all the support and all the best for your DS/AI
journey. hashtag#DataScience hashtag#MachineLearning
hashtag#ArtificialIntelligence hashtag#DSAIwithAR

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6567744370211155968,,,,,"Hi Please suggest if there is any Python Lib which handles Multiplicative
regression models?? Please suggest any good reference to refer
MarketMixModelling(MMM) using python.. hashtag#MMM hashtag#regression
hashtag#python . Prudhvi PotugantiAnkit RathiSachin TripathiKrish NaikAmit
ChoudharySrivatsan Srinivasan

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6566973119158947840,,,,,"Whenever I travel alone, I return with tons of photos, but hardly any of
myself. Because I am so poor at taking selfies, sometimes all I have are pics
of landscape and people, to remember a trip. But it helps to have a pic or two
of yourself, right? Because the photograph reminds you of how you “felt” in
that particular moment. And that is priceless. I’m often too shy to ask others
to take a photo of me, but this time on my trip to Uttarakhand where I trekked
to the Valley of Flowers and Hemkund Sahib, I was lucky to be a in a group,
though travelling solo, where this lady in her 50s took many photos of me -
most of them posed, but I can’t complain at all. Looking through my photos
today, I found this one. Taken near the river at Ghangaria helipad - the small
village that comes alive for exactly 4 months in a year for pilgrims and
tourists. I was instantly transported to the day. I had sat alone, under my
red umbrella, as it poured non stop, and had closed my eyes to capture the
sound of the raging river and the feeling of calm and peace. I felt the same
today when I saw the photo. hashtag#uttarakhand hashtag#entrepreneurlife
hashtag#travel hashtag#traveltuesday hashtag#traveltales hashtag#travellerlife
hashtag#solotravel hashtag#solowomantraveller

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6564050940679294976,,,,,"something we can be proud of as Indians ... hashtag#greenearth
hashtag#proudindia

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6566340847074414592,,,,,"A ""<="" operator cost me 7 test cases today. Those 7 test cases cost me a
possibly good opportunity for me today. Nevertheless, I cannot ignore the fact
that I was COMPLETELY at fault. As soon as I understood the question, I
started coding as if someone had held me at gunpoint. I don't know what had
come into me. I never do this!! I always make the logic on paper and then
code. Now, all I feel is regret and disappointment. But, before I drown in the
pool of thoughts that will just bring me down, two things that I am going to
keep in mind from now on: 1) Do not code before making the logic on paper. 2)
Do not, in any case, forget rule 1. That should do, for anxious people like
me! :) hashtag#mymistakes hashtag#myfailurestory hashtag#missedopportunities
hashtag#opportunities hashtag#simrankoul hashtag#lessonsoftheday
hashtag#foodforthought hashtag#programmingmistakes
hashtag#learningfrommistakes

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6564503699719319552,,,,,"Infosys ,India’s second largest information technology services firm Infosys
spends about Rs 14 lakh on the training of each student, after which it takes
them 12 weeks to become productive, Ravi Kumar, President and Deputy COO -
from financial express And here is the tweet from Shashi Tharoor. What can we
do at our level to solve this. Prudhvi Potuganti Jalem Raj Rohit Srivatsan
Srinivasan Parul Pandey Ankit Rathi Arman Priyaranjan hashtag#ai_pe_charcha
hashtag#artificial_intelligence hashtag#machine_learning

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6564164522855227392,,,,,"Got this on whats App.. A maths meme that is actually funny rather than
stupid: Solve carefully! 230 - 220 x 0.5 =? You probably won’t believe it but
the answer is 5!hashtag#math hashtag#mathematics

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6563954709927956480,,,,,"When I downloaded hashtag#facebookmessenger the first time around 2.5 years
ago, I uninstalled it within a couple of hours. Reason? It accessed all my
SMSes, including those from my banks😱😱 And I was very uncomfortable with it.
Since I read Serge Egelman paper on how apps harvest personal data even though
they are denied permission, I am getting paranoid. I am writing a personal
hashtag#blogpost on how apps harvest our data, and want to know my peeps'
scary experience related to hashtag#datasecurity and hashtag#mobileapp Share
your experiences and someone might benefit out of it. If you permit, I could
use this in my article too🙈🙈 hashtag#technoladyshweta hashtag#mondaymorning

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6563760062895095808,,,,,"You will live on in every machine's buzz, every bean to be grounded, every
relish of coffee lovers and every table on which deals will be made every
glance of mine at CCD stores Full tribute article to V G Siddhartha here -
https://lnkd.in/fj6Hp4J

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6563097787397959680,,,,,"Where did this men shouldn't, can't, don't or won't cry come from? Why was
that practiced? Any genuine reason or is it only because men are from Mars
thing? In late Sri. VGs funeral, I noticed senior minister SMK holding back
his tears badly, so did his own sons. I doubt it's because of camera. I have
seen even my dad struggling to hold back tears till he finally gave up when he
saw his grown up daughters death. I have seen my own brother holding back his
tears till he couldn't hold back anymore when my dad died. I have seen my own
son silently tap footing around death because he doesn't want to cry for his
own granddad who played major role in his upbringing! It's been followed and
practiced since generations!!! Why is it so much of a struggle? Isn't tears
are meant to clean your eyes and clear your mind? If it is, why is it gender
specific? hashtag#genuinequestion hashtag#notfrivolous hashtag#mendontcry
hashtag#life hashtag#lifeslittlelessons.

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6563466733678616576,,,,,"Question : What's the differential of an image look like? Answer is super
interesting! hashtag#datascience hashtag#mathofmachinelearning

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6563301064253243392,,,,,"I might be the most approachable person on LinkedIn and easily give my cell
number ( which I am thinking of stopping now ) And I do like talking and
helping early-stage entrepreneurs and students in their journey of
entrepreneurship. BUT But that doesn't make me a guy-next-door also. I do have
a busy 24 hours. Running two Startups is pretty time and energy-consuming. So
if I am unable to talk or revert to your messages or unable to review your
pitch deck, that means I am busy with some other work which is sitting high on
my priority list. 2ndly, If you want to startup, please come with an idea at
least. Coming and asking me to tell you an Idea so that you can startup is a
waste of my time dude. 3rd, I am not a fucking broker who will get you
investment on your bad idea (not even an idea, just a thought). Your idea
needs to be investment ready to go to the next stage. I am planning to convert
my time to hourly consultancy, the intent is to just get serious
entrepreneurs. hashtag#entrepreneurship hashtag#entrepreneurs hashtag#startups
hashtag#startup hashtag#mentorship hashtag#mentor hashtag#ecosystem

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6563043257608093696,,,,,"Super excited with our new hashtag#AI hashtag#Healthcare initiative curae.ai
*(pronounced ""kooraaey-dot-ai') Its mission is to serve healthcare
professionals, hospitals and health seekers with an AI platform that will
enable them to do their jobs faster while reducing their costs dramatically.
Our product development is in progress and we will soon announce a private
beta testing for select healthcare institutions, hospitals and healthcare- and
AI professionals. Follow our company page for more updates curae.ai :
https://lnkd.in/dstWiyf Michael Holcomb Jie Mei Nadeige Singh Foke Singh - van
der Helm hashtag#deeplearning hashtag#healthinformatics hashtag#diagnostics
hashtag#patientoutcomes

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6562888444174004224,,,,,"The reason Byju's has been so successful in making money so far is that their
slickly produced videos are designed to appeal to parents, who are the
decision makers. Parents remember their old boring classrooms and textbooks,
and fantasize about how cool it would have been if they had had such videos to
learn from! They forget that just watching videos is not really going to help
their children to learn! However, the Byju's script its salesmen use is
designed to make parents feel guilty if they don't buy, because they are
depriving their children of such a cool teaching resource! The one thing
Byju's teaches well is how to teach its salesmen how to sell!

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6562905373534228480,,,,,"When you have large dataset (> 1 million data point), Machine Learning might
not work go for Deep Learning. If you have seen this note multiple times this
post is for you Do not get misguided by such statements. Many ML algos can
scale to very large dataset or even simple ML algos can be made to run on
decent sized dataset by proper data handling DL might be superior on image and
large text dataset but for tabular traditional ML techniques can be as
perform-ant as any DL technique along with benefits like interpretation, ease
of deployment, low inference time etc Many assume as their experience have
been dealing with limitation of memory dependent libraries like Pandas or
similar in R. Without getting into how Pandas can scale Most modern ML
computing framework can be made to run distributed. Spark ML is one such
library that can scale to very large datasets. Spark also supports XGBoost
that can scale XGBoost computation to 100's of nodes with very less deployment
complexity H2O is another library that can distribute most ML algorithm
Libraries like XGBoost can also be distributed on multiple GPU's to scale on
large dataset There is lot to talk on formats like pyarrow and framework like
RAPIDS, but will stop here hashtag#datascience hashtag#machinelearning
hashtag#xgboost hashtag#h2o hashtag#databricks

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6561609124126294016,,,,,"If some of the AI Researchers were doctors then treatment for all problems
would have been to get operated Why take a simple problem for which simple
remedies are available and fit complex neural network pipeline and publish as
research papers More and more of this just proves, ""Research does not always
translate to production"". And for enterprise that wants to still deploy it,
""Remember you are solving business problem and not neural network problem""
Neural network is amazing in many tasks and problem. Use it where needed. For
some problem typical ML algorithm does not work where deep learning does a
great job Comments disabled :) hashtag#datascience hashtag#ai
hashtag#artificialintelligence hashtag#ml hashtag#machinelearning

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6560472596746461184,,,,,"When you are in college and your friend writes a book, you ask for a free copy
When you start working, you buy one for yourself. And now, when my friend,
Ankit Rathi writes a book, you buy a 'lot' of them to gift to right people
(learners) . Learning should be rewarded. I am sending signed copies of this
book to 30 of my best students from End to End Data Science and NLP 100 hours
batches. Tagging first few, I will be giving copies to Ashwini Naidu , Shravya
Chillamcherla , Malathi Vaka Sudhev P Das Avijit Nandy

"
https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6561469630051864577,,,,,"Hi, network! Here's another video from my end to break your
hashtag#mondayblues, in the hues of blue ;) This video talks about what type
of hashtag#content you can write on hashtag#LinkedIn I am not talking here
about the different formats of hashtag#contentcreation in text, video, PDFs,
graphics, etc. I mean what kind of information or experience or opinion you
can share through your LinkedIn content. Have a watch and let me know your
opinions on the same or share your struggles of content creation and I will be
happy to address them. :) hashtag#resilientruchi hashtag#linkedincreators
hashtag#linkedinstrategy hashtag#hellolinkedin hashtag#linkedinmarketing
hashtag#linkedincommunity hashtag#writingtips hashtag#contentideas

"
