post_link,Profile_Link,profile_headline,likes_count,comments_count,post_content
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6609816255643906048,Prudhvi Potuganti,Data Scientist | Craves to Learn | Loves to Solve | Lives to teach,980,89 Comments,"Usual onion price : 30/kg Current Price. : 130/kg Avg consumption /week/person
: 1kg Increased spend : 100 INR Average Income/hour : 400 INR If you have
spent more than 15 minutes in last one week about onion price issue, then you
lost more money due to social media than actual onion price hike !! PS : Now
don’t argue about assumptions. Feel free to calculate and verify your loss.
Even if you prove my assumptions wrong, onion price will remain same Focus on
wildly important task.

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6612360073270386688,Prudhvi Potuganti,Data Scientist | Craves to Learn | Loves to Solve | Lives to teach,349,30 Comments,"Almost 11 mo ago, I posted a comment on importance of EDA when Rahul Lanka
asked me. Reposting ! Importance of Exploratory Data Analysis In a DS project,
your model can be a black box but your data shouldn't be. To understand what
are the features, sizes, shape, their ranges, number of unique values, how
they are correlated to target variable etc. and a lot more, you need to do
EDA. And there are tons of ideas (hypothesis), you generate while doing EDA.
For example, in a regression problem, I realized doing clustering and
generating a new feature with clustered labels and then proceeding with
regression helped me increase accuracy. It made business sense too. I saw many
such benefits of EDA in real life. EDA is advanced version of reporting /BI/
dashboard. Business wise, it adds much more value than modelling. If your
model fails, your client may still be happy with insights you gave from EDA.
Hence, it's a backup deliverable. EDA is exhaustive so there are some basic
factors to check but it's not a sing list. If you are keen on getting good at
EDA, go to kaggle, pick popular competitions and check out kernels with EDA.
Preksha Kaparwan Amit Choudhary Ankit Rathi Srivatsan Srinivasan Imaad Mohamed
Khan Srinivasan Saripalli kindly share your views as well

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6612308439379083264,Harsh Vardhan L.,Techprenuer•|•Tech Speaker - Rust·Go·Python·JS•|•Globetrotter•|•ML Enthusiast•|•AR Dev•|•Part of 150+ tech communities,16,6 Comments,"Kaggle Days Bangalore Senior Track is going to conduct a workshop in IIT
Roorkee for the participants of E-summit(http://esummit.in). We are looking
for a NLP expert to take a workshop on NLP, reach out to me or mail your
proposal to mr.hv98@gmail.com if you are the one whom we are looking for.
Kaggle Days Bangalore will be taking care of travel & accomodation.
hashtag#nlp hashtag#nlpexpert hashtag#nlpworkshop hashtag#kaggledaysbangalore

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6612346201138429952,Srivatsan Srinivasan,"Chief Data Scientist | Data (Big, Huge, Small, Fast, Whatever) | Cloud | Forever Student",408,34 Comments,"Yesterday there was article on towards data science on Topic - ""Kaggle is not
data science"". I think the article was taken down by author due to lot of
negative comments Now, Kaggle is definitely data science. It is good platform
to explore dataset, play around with data, compete and learn from other
kernel, be curious and innovative with data etc... There is lot of learning
for data scientist While Kaggle is data science, but ""Data Science is more
than Kaggle"" Some challenges you might not learn in Kaggle that consumes lot
of time and energy in real world enterprise pileines are 👉 Data Collection and
processing 👉 Developing to meet Non function requirement. You may have to
balance between simplicity and performance 👉 Training and serving pipeline
skew is very common and your deployment, feature engineering all depends on
that Data science is more than Machine Learning as well and many data science
problem can be solved without machine learning I know this post might end up
negative as well but dont worry I am not going to delete it :)
hashtag#datascience hashtag#kaggle hashtag#machinelearning hashtag#ml

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6611874075243573248,Prudhvi Potuganti,Data Scientist | Craves to Learn | Loves to Solve | Lives to teach,328,22 Comments,"The new definition of scholarship is here !! When a heavily funded edutech
leverages its user base to promote another brand by giving a very basic free
course as a reward to boost the pseudo self-esteem of a vulnerable learner
community !!

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6612166006624387072,Srivatsan Srinivasan,"Chief Data Scientist | Data (Big, Huge, Small, Fast, Whatever) | Cloud | Forever Student",146,11 Comments,"Lot of posts in LinkedIn on Udacity Intel Edge AI scholarship If you have seen
my article on 2020 Trends (first comment below 👇), I had called out Edge
Analytics/AI as one of the key trends to watch out for While this is not new
but we can see more and more smart devices entering the market in coming
years. It can be smart microwave, smart security camera, smart cities, home
automation among others 💎How is edge AI different from regular analytics? Edge
analytics enables models to be deployed closer to devices or process to reduce
latency of decision process Edge devices are limited by compute and memory and
deploying models on edge devices might require special hardware accelerators
like Edge TPU or Edge GPU as well as technique like model quantization or
TensorRT that trims down model size for edge and increases model performance
If you want to know more Edge Analytics and model quantization you can see my
video below 📌 https://lnkd.in/gRNDeU9 📌 https://lnkd.in/ghWAbzu Sample
business case on IOT devices video 📌 https://lnkd.in/gT-nYQZ Congrats to those
who got through scholarship hashtag#datascience hashtag#edgeai

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6610363486914609152,Prudhvi Potuganti,Data Scientist | Craves to Learn | Loves to Solve | Lives to teach,161,16 Comments,"The lovely feel when you complete a book end to end even in a busy schedule
Must read : The shallows Preksha Kaparwan Srivatsan Srinivasan Ankit Rathi

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6610068428566953984,Amol Arora,Vice Chairman & Managing Director of Shemrock & Shemford Group of Schools.,96,25 Comments,"Google maps is tracking wherever you go even when you are not using it !!
Scary... right ?? Here’s what to do: Open Google Maps on iPhone or Android.
Tap the menu bar on the top-left of the app. Choose “Your Timeline.” Tap the
three dots on the top-right of the screen. Choose “Settings and privacy.”
Select “Automatically delete location history.” Change the setting from “Keep
until I delete manually” to “Keep for 18 months” or “Keep for 3 months.”

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6610097372364148736,Savit Upadhyay,Business Consultant | Conversational Experience | Digital Transformation | Business Excellence | LSSGB |,51,7 Comments,"Every year McKinsey & Company brings out their reading list of the year. The
winner for this year is Invisible Women: Exposing Data Bias in a World
Designed for Men written by Caroline Criado Perez The entire list can be found
here https://lnkd.in/fbE6-P4 Have you read any one of them?? Prudhvi Potuganti
Srivatsan Srinivasan Preksha Kaparwan

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6610105466288738304,Prudhvi Potuganti,Data Scientist | Craves to Learn | Loves to Solve | Lives to teach,53,4 Comments,"Positive Stories published for the month at our blog The Positive India (This
is my non profit venture) 1\. Learn how CII is fighting air pollution in
Delhi, with it's pilot on reducing crop residue burn in Punjab
https://lnkd.in/fsiehgd 2\. Read about how this IAS officer unique initiative
of buying plastic back has yielded awesome results in fighting menace of
plastic pollution https://lnkd.in/fW9QgtM 3\. Read about the inspiring story
of Gauri Sawant - the first trans single mom fight against biased adoption
rules of country https://lnkd.in/fFQUtcz 4\. Read about how a team of 5
architecture students from IIT Kharagpur 2015 batch, turned their college
project into a full time passion and creating most colorful play zones for
slum kids of country https://lnkd.in/fQEX9eg

"
